 7.0 0.23999999463558197
 14.0 0.41999998688697815
 21.0 0.7799999713897705
 28.0 1.559999942779541
 35.0 3.119999885559082
 42.0 6.179999828338623
 49.0 12.300000190734863
 56.0 24.600000381469727
 63.0 49.20000076293945
 70.0 98.33999633789063
 77.0 196.6199951171875
 84.0 393.239990234375
 91.0 786.47998046875
 98.0 1572.9000244140625
 105.0 3145.739990234375
 112.0 6291.47998046875
 119.0 12582.9599609375
 126.0 25165.859375
 133.0 50331.66015625
 140.0 100663.3203125
 147.0 201326.640625
 154.0 402653.1875
 161.0 805306.375
