 7.0 0.3199999928474426
 14.0 0.5600000023841858
 21.0 1.0399999618530273
 28.0 2.0799999237060547
 35.0 4.159999847412109
 42.0 8.239999771118164
 49.0 16.399999618530273
 56.0 32.79999923706055
 63.0 65.5999984741211
 70.0 131.1199951171875
 77.0 262.1600036621094
 84.0 524.3200073242188
 91.0 1048.6400146484375
 98.0 2097.199951171875
 105.0 4194.31982421875
 112.0 8388.6396484375
 119.0 16777.279296875
 126.0 33554.48046875
 133.0 67108.8828125
 140.0 134217.765625
 147.0 268435.53125
 154.0 536870.9375
 161.0 1073741.875
